step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
60,PAYMENT,10123.093427254442,C619221038,5721.237149341469,0.0,M303466642,548055.8070191517,558178.9004464062,0,0
30,PAYMENT,27225.984408908414,C725364908,189951.5166740254,162725.53226511698,M112213648,152343.7661740462,179569.7505829546,0,0
35,CASH_IN,17395.144088872108,C857588813,83528.89485807228,66133.75076920017,C665265254,277201.77572881116,294596.9198176833,0,0
85,CASH_IN,9834.80945468228,C822032692,13759.862158139147,3925.0527034568677,C375266427,168877.6138484247,178712.42330310697,0,0
37,CASH_OUT,3754.9200427352775,C913814209,48864.455787528146,45109.53574479287,C262936256,180771.39158036376,184526.31162309906,0,0
5,CASH_OUT,5155.3103643536615,C866925846,8942.337503840194,3787.027139486532,C875168634,21405.89929920875,26561.20966356241,0,0
83,DEBIT,17146.913449080224,C586367275,101614.09209937055,84467.17865029033,C252516211,449.64677249981526,17596.56022158004,0,0
78,TRANSFER,11023.475911131678,C565435443,33188.09655350726,22164.620642375583,C100361116,9877.206972749847,20900.682883881527,0,0
26,CASH_OUT,14479.138658939357,C745936685,201061.81987568372,186582.68121674436,C523445773,680023.600247117,694502.7389060564,0,0
62,CASH_IN,3752.92197129334,C918348690,44284.931363312375,40532.009392019034,C978111760,26996.369473232495,30749.291444525836,0,0
4,CASH_OUT,21757.884087233364,C150918103,68247.2088686572,46489.32478142383,C905757788,9081.017877852544,30838.901965085908,0,0
89,PAYMENT,38293.795751434875,C183549011,6563.07413993943,0.0,M815530721,74109.63523618398,112403.43098761886,0,0
42,TRANSFER,5976.490237930952,C638163246,32240.13606504002,26263.645827109067,C526339546,177433.7544994019,183410.24473733286,0,0
89,DEBIT,13536.360799106307,C666898522,112938.26941284342,99401.90861373712,C671247934,593081.9149726158,606618.2757717221,0,0
18,PAYMENT,74213.96508544622,C422087731,133280.2003999199,59066.235314473684,M150799853,240719.62727220688,314933.5923576531,0,0
40,PAYMENT,8116.554567425681,C317723927,27815.67229943538,19699.117732009698,M802037536,64690.306316222915,72806.8608836486,0,0
72,TRANSFER,18089.653006679,C379172752,70081.67138263531,51992.01837595631,C889702940,559566.5972101887,577656.2502168678,0,0
39,DEBIT,1900.5151552804584,C968022360,170117.55599627894,168217.0408409985,C499129636,7341.318895131092,9241.834050411551,0,0
14,CASH_IN,18638.84895536314,C664679853,47789.09096492105,29150.24200955791,C260424038,773161.5857122192,791800.4346675824,0,0
32,DEBIT,1888.1223319527514,C389828415,14360.627984063483,12472.505652110733,C366563282,12086.077061933722,13974.199393886473,0,0
51,CASH_OUT,64008.84175573184,C276583798,56540.56989897576,0.0,C101136045,280362.812664192,344371.65441992384,0,0
38,PAYMENT,25161.878018692067,C244829150,91786.36318130342,66624.48516261135,M497988631,9271.10927800645,34432.98729669851,0,0
97,CASH_OUT,31048.460122386296,C329066395,742.6033049702021,0.0,C548493197,536363.7810229154,567412.2411453017,0,0
23,CASH_IN,24364.96914000004,C480020913,42858.15051008919,18493.181370089147,C477846500,23007.18923734368,47372.158377343716,0,0
63,CASH_OUT,17828.74899910916,C417271034,93505.524148368,75676.77514925884,C215407996,10359.529158085918,28188.278157195076,0,0
15,DEBIT,11963.568669670782,C778393663,303472.15744143055,291508.58877175977,C734285655,440123.34351371916,452086.91218338994,0,0
97,CASH_OUT,39101.22238707727,C254216347,52517.598691324674,13416.376304247402,C862904161,20139.58801262766,59240.81039970493,0,0
25,CASH_IN,62864.815246587954,C601259831,17789.807341358948,0.0,C874234993,319829.4989527916,382694.3141993796,0,0
17,CASH_IN,13834.427638185422,C349318458,76403.99227306421,62569.56463487879,C634469214,274900.5436854603,288734.97132364573,0,0
97,CASH_IN,53638.666623202094,C622771332,33652.55435815562,0.0,C704782493,182697.95089945383,236336.61752265593,0,0
66,DEBIT,17519.354426537164,C343159477,24179.058069728057,6659.703643190893,C229599675,94951.05054005457,112470.40496659173,0,0
78,CASH_IN,15470.446144364729,C378844843,89258.21618999726,73787.77004563253,C276378743,494391.4898690734,509861.9360134381,0,0
53,PAYMENT,12130.416411985294,C829641385,247555.29444416973,235424.87803218444,M664655359,409714.59270707535,421845.00911906065,0,0
51,CASH_IN,4706.423440114283,C229680327,180316.95432841784,175610.53088830356,C407256904,111111.2964500225,115817.7198901368,0,0
39,CASH_OUT,84.5319191856662,C251602556,20125.063332249938,20040.531413064273,C692374746,52721.496029799855,52806.027948985524,0,0
51,CASH_OUT,5538.41379323477,C750535397,145191.91610040297,139653.5023071682,C422343835,63647.95989077301,69186.37368400778,0,0
70,CASH_OUT,288591.1638416551,C240125915,26119.417397582594,0.0,C614345489,49775.25762841448,64040.95945829214,1,1
6,DEBIT,9569.424197992295,C982326712,34347.8488152271,24778.424617234807,C164127651,155850.83162392172,165420.255821914,0,0
67,CASH_OUT,11911.73311041222,C844836654,252637.2687703296,240725.53565991737,C640297607,405808.74905303965,417720.48216345184,0,0
7,DEBIT,78909.41703090776,C302193355,241968.25592367776,163058.83889277,C941062201,297100.95853986783,376010.3755707756,0,0
51,DEBIT,8634.040714195547,C178806904,18468.125615009416,9834.084900813868,C713442812,317447.6907369763,326081.7314511718,0,0
72,TRANSFER,365808.89905505447,C880290968,6634.479779186697,0.0,C661025695,118945.99984286154,130992.27741720511,1,1
42,PAYMENT,2876.22234615154,C124403045,34689.16754653767,31812.94520038613,M338558044,77852.86009271338,80729.08243886492,0,0
64,CASH_IN,992.9169295144328,C987293483,87173.58566968814,86180.6687401737,C890076976,283231.7970850104,284224.7140145248,0,0
15,CASH_IN,29879.531999275452,C165895438,209469.06430104488,179589.53230176942,C640175535,315295.69420699927,345175.2262062747,0,0
29,DEBIT,16921.2022595965,C574524395,12651.30944825807,0.0,C719289041,237720.77374375885,254641.97600335535,0,0
33,CASH_OUT,100359.72333039243,C357791848,53607.24978601991,0.0,C977907520,6526.772322516691,35137.91968311712,1,0
94,CASH_OUT,3257.150588976369,C441409842,31711.059027689702,28453.908438713333,C988955953,178165.87227247746,181423.02286145382,0,0
27,CASH_OUT,308450.5123259154,C219871796,1504.1525928972026,0.0,C886042883,85249.66695681291,102224.30887832842,1,1
36,CASH_IN,5861.010733404909,C939685153,155327.62266850928,149466.6119351044,C124542035,43679.155228010975,49540.165961415885,0,0
29,TRANSFER,5187.016117362403,C422386924,167816.76747927078,162629.7513619084,C226383988,237092.544455105,242279.5605724674,0,0
38,TRANSFER,241.85906825466483,C677549900,25003.832227603634,24761.97315934897,C270507763,62538.75761088199,62780.616679136656,0,0
57,CASH_OUT,2803.075606586327,C912963719,16397.911274118236,13594.835667531908,C485871523,488004.6131743538,490807.68878094014,0,0
97,TRANSFER,7410.070711451824,C466656122,15614.032040924214,8203.96132947239,C549933304,70786.90439781529,78196.97510926712,0,0
27,CASH_OUT,2495.8556765896697,C543863244,62352.259620559234,59856.40394396956,C462888414,162017.38421756716,164513.23989415684,0,0
55,DEBIT,85182.74656679416,C934865891,28302.040484218272,0.0,C470698085,351775.79756934824,436958.5441361424,0,0
33,CASH_IN,7391.679470008577,C234526021,71612.03393600434,64220.35446599577,C437444507,102872.48685842991,110264.16632843848,0,0
68,PAYMENT,2802.6897841067284,C527015397,48589.19624283163,45786.50645872491,M779434114,352818.6963872053,355621.386171312,0,0
86,CASH_IN,4449.941995518674,C610410207,23684.99372563758,19235.051730118907,C215328261,257251.00173205018,261700.94372756884,0,0
66,CASH_OUT,17730.23738757414,C597545748,139107.291849004,121377.05446142986,C155074476,507322.4136064067,525052.6509939808,0,0
10,CASH_OUT,1333.7260688248018,C365816171,16294.712743886797,14960.986675061995,C934560534,78855.94841819572,80189.67448702053,0,0
5,CASH_IN,39683.04846132312,C281803883,160396.44930626056,120713.40084493745,C425344134,22192.58369903383,61875.632160356945,0,0
74,CASH_OUT,65151.77412440875,C932099568,82427.32025585289,17275.546131444135,C554864247,112546.45209468002,177698.22621908877,0,0
97,TRANSFER,5677.093534118818,C833409530,178401.24113820776,172724.14760408894,C410023228,308181.600862826,313858.69439694483,0,0
38,TRANSFER,11970.204627578454,C617820550,477.0400358140229,0.0,C611788387,119725.68582141612,131695.89044899459,0,0
13,CASH_OUT,267238.3379671767,C987745625,138305.36939006404,0.0,C223060032,60759.01995269305,61216.68183045754,1,1
31,CASH_OUT,20482.520852427708,C615139150,5288.992964849412,0.0,C613622661,5598.260861757851,26080.78171418556,0,0
47,TRANSFER,10696.186331352434,C714776105,299770.8605969393,289074.67426558683,C701284631,75091.12700790963,85787.31333926207,0,0
88,CASH_OUT,6305.816771943919,C399442582,121314.6381178751,115008.82134593118,C262174244,249920.37182826232,256226.18860020622,0,0
52,CASH_OUT,4644.5333876467985,C496995891,38591.588147604176,33947.05475995738,C865071916,31943.10342345858,36587.636811105374,0,0
56,CASH_IN,21237.664091691524,C244920677,38544.264151628064,17306.60005993654,C274660274,83369.74535864826,104607.40945033978,0,0
15,PAYMENT,10774.519874097543,C969449550,197682.9934786164,186908.47360451886,M803027159,4087.784125413315,14862.303999510857,0,0
29,TRANSFER,3970.7104767503447,C115052399,233139.7496922513,229169.03921550096,C846713957,255850.65400678682,259821.36448353715,0,0
8,CASH_IN,23376.263453174128,C218668903,222168.07354665615,198791.81009348202,C315882668,425194.3712926658,448570.6347458399,0,0
5,PAYMENT,16661.508592026265,C313890575,165412.30497405023,148750.79638202395,M162829118,168110.67935442633,184772.18794645258,0,0
29,CASH_OUT,39143.44475292397,C417142623,170943.51740650478,131800.0726535808,C297840924,5242.5351682619375,44385.979921185906,0,0
47,CASH_OUT,2509.3836098526485,C875787812,85042.78604449701,82533.40243464436,C655432292,49084.302645098156,51593.68625495081,0,0
68,CASH_IN,30814.4508288559,C956685713,2863.7211574249336,0.0,C262120044,115417.707601222,146232.1584300779,0,0
76,TRANSFER,728852.9477696266,C733541011,9077.110726324348,0.0,C763882335,177143.19818505933,199540.73310576694,1,1
45,TRANSFER,969381.2325555709,C361002029,104854.6508175237,0.0,C578780681,137145.49196678193,139599.09180775032,1,1
2,CASH_IN,23747.11808264,C685686017,51276.944564260404,27529.826481620403,C279799330,495069.01294392254,518816.13102656254,0,0
27,PAYMENT,11661.706705677765,C483888214,83773.28895483102,72111.58224915326,M440965942,558187.4182310055,569849.1249366833,0,0
95,CASH_IN,58012.91011492512,C856344413,26276.525426192104,0.0,C607379930,22667.888681747354,80680.79879667248,0,0
36,TRANSFER,3063.966214937956,C391032254,104815.8291274863,101751.86291254834,C305093036,29790.71323143285,32854.67944637081,0,0
36,CASH_IN,20601.058273532635,C634017020,27816.687809616196,7215.629536083561,C268071775,88650.50240452176,109251.56067805439,0,0
26,CASH_OUT,9634.69066301624,C672890598,61769.24547832184,52134.5548153056,C264675194,109371.71038737052,119006.40105038676,0,0
43,CASH_OUT,62855.0887683851,C939895216,65146.77609487354,2291.6873264884343,C430191883,176410.08230362335,239265.17107200844,0,0
27,DEBIT,8018.801951661846,C114046464,19561.13520215527,11542.333250493424,C694267497,296701.85056048597,304720.6525121478,0,0
69,DEBIT,65511.46962097857,C587918440,208915.0330918657,143403.56347088714,C715461721,29182.737402145674,94694.20702312424,0,0
20,DEBIT,46361.10194945274,C856833813,74617.05101180672,28255.949062353975,C209725250,324544.8533645444,370905.9553139971,0,0
11,PAYMENT,6314.717251349908,C607443676,201578.17410416584,195263.45685281593,M679160720,188336.22822970123,194650.94548105114,0,0
74,DEBIT,32556.10949982104,C379206285,30453.75926119519,0.0,C771421384,791450.740751335,824006.8502511561,0,0
38,PAYMENT,108552.12299321062,C654440175,18914.79381697836,0.0,M127112924,210632.78503855193,319184.9080317626,0,0
6,DEBIT,5834.7812120381195,C414347739,1818.092354136047,0.0,C234860352,251820.6585059391,257655.43971797722,0,0
72,PAYMENT,11491.598750736812,C670939348,9856.660189524446,0.0,M619362152,43434.49931973057,54926.09807046738,0,0
23,CASH_IN,14696.91561002406,C996017797,15954.758934750069,1257.843324726009,C658847668,292948.03022026166,307644.9458302857,0,0
47,CASH_IN,6999.196024587799,C790860533,8213.84280717178,1214.6467825839818,C841485907,16516.858785217555,23516.054809805355,0,0
90,CASH_OUT,317.65093399778135,C368217920,227185.50850583074,226867.85757183295,C383445688,213731.35546492555,214049.00639892335,0,0
46,PAYMENT,4982.541414340302,C669767700,242405.58844156328,237423.047027223,M109527912,11435.357616769912,16417.899031110213,0,0
12,TRANSFER,6633.956179616449,C251014136,277039.3889050009,270405.4327253844,C977424865,24484.56637119909,31118.522550815538,0,0
90,CASH_OUT,11735.345642433667,C325316099,321540.2777277787,309804.93208534503,C648030834,22827.848190614928,34563.193833048594,0,0
13,CASH_IN,3763.1749678404844,C823306626,67694.90908697325,63931.734119132765,C899075311,10782.304807550123,14545.479775390608,0,0
62,PAYMENT,41321.4601884495,C285826416,75507.50044284348,34186.04025439398,M907629794,77467.75256992478,118789.21275837428,0,0
82,DEBIT,24419.57446057907,C835120158,14021.703877540314,0.0,C202211599,1035306.9710946055,1059726.5455551846,0,0
89,TRANSFER,1791.0067774176316,C889152673,14740.088838657097,12949.082061239465,C473353748,85611.2867916564,87402.29356907403,0,0
97,CASH_IN,21011.72611010994,C837579730,148173.2879245923,127161.56181448235,C483705420,286070.9130460088,307082.63915611873,0,0
60,CASH_OUT,21216.48307416954,C149335315,193606.23868207255,172389.755607903,C579867362,28385.771334947214,49602.25440911675,0,0
43,PAYMENT,62582.09990008707,C380332502,153578.99025483048,90996.8903547434,M710344745,121207.22447173057,183789.32437181764,0,0
76,TRANSFER,70.50886796116876,C500549173,179924.25880228958,179853.7499343284,C236221237,40941.86107402157,41012.36994198274,0,0
68,TRANSFER,530867.8563784815,C931841530,32375.19255096652,0.0,M140336671,42662.69754183977,48371.280175452586,1,1
5,DEBIT,52573.944517083546,C833950439,62748.26392187707,10174.319404793525,C298633509,21003.234228915862,73577.17874599941,0,0
37,CASH_OUT,53814.37719212369,C532151933,61470.46140827809,7656.084216154399,C685306565,113142.31949731027,166956.69668943394,0,0
72,PAYMENT,25511.244538724488,C503557784,535666.774403734,510155.52986500954,M205212645,15708.000289338583,41219.24482806307,0,0
92,CASH_IN,29038.464525580926,C429305358,297942.6343087988,268904.1697832179,C869347749,481170.35235746694,510208.81688304787,0,0
31,CASH_OUT,1928.832657029103,C779172005,91251.31420246814,89322.48154543903,C897686453,118805.33442893588,120734.16708596499,0,0
9,CASH_IN,14435.824074334352,C553270934,14846.884075391783,411.0600010574308,C834587084,364731.9529425374,379167.7770168717,0,0
51,TRANSFER,696641.4788195231,C936984499,29920.96451865466,0.0,M194442349,777119.5468103198,782398.0010723671,1,1
29,CASH_OUT,4008.749241868558,C743278017,45218.18723538092,41209.437993512365,C316539380,226503.6376832113,230512.38692507986,0,0
78,CASH_IN,33256.57586918614,C126322360,206523.6194625201,173267.04359333395,C951453798,463561.5892503755,496818.16511956166,0,0
40,DEBIT,2911.3972334044493,C607474232,18709.186512026397,15797.789278621949,C843392588,29090.148306243973,32001.54553964842,0,0
41,DEBIT,12656.748439864381,C360569267,24813.69460647599,12156.94616661161,C597378222,354383.89307011984,367040.6415099842,0,0
86,PAYMENT,55809.82204958164,C205896939,42983.673566210404,0.0,M699149963,63275.94330763415,119085.7653572158,0,0
11,CASH_OUT,4121.7722863266545,C222065570,261606.6301603901,257484.85787406345,C463633460,127958.45730603239,132080.22959235904,0,0
23,TRANSFER,76338.27898604926,C781580233,70080.05747613084,0.0,C234101498,208021.12464571322,284359.4036317625,0,0
1,CASH_OUT,103313.67122272334,C285589773,104082.28443294733,768.6132102239935,C398710944,467732.82176337985,571046.4929861032,0,0
46,DEBIT,16231.376477146612,C179059802,48975.469174593345,32744.092697446733,C976469147,483809.8518401616,500041.22831730824,0,0
21,CASH_IN,3740.031381962785,C453618165,20889.81396056861,17149.782578605824,C749325688,19324.73137876748,23064.762760730264,0,0
90,TRANSFER,7609.014361219086,C421882109,25205.82529465128,17596.810933432193,C941184514,90686.10147657087,98295.11583778996,0,0
36,PAYMENT,11060.071936340259,C579298573,162288.4008957558,151228.32895941555,M359000017,315176.6506451404,326236.72258148063,0,0
54,TRANSFER,7411.695513746324,C573634914,223944.16537793717,216532.46986419085,C461509273,242910.30526479243,250322.00077853876,0,0
87,PAYMENT,6597.7441330721085,C832524576,67939.3509194689,61341.60678639679,M142428725,5341.178805681171,11938.92293875328,0,0
57,TRANSFER,71685.77013150405,C673416883,44160.20438309013,0.0,C446703939,119527.18785104038,191212.95798254444,0,0
1,PAYMENT,3339.7081212930007,C894190080,164940.1611474815,161600.4530261885,M262224241,353514.5814669153,356854.2895882083,0,0
63,PAYMENT,26444.709957549097,C917049633,111808.49821460772,85363.78825705862,M355740123,267641.4124633662,294086.12242091534,0,0
54,CASH_OUT,700383.8442551047,C767064338,4173.280239404652,0.0,C823330520,106154.58169790002,106172.78917051834,1,1
55,TRANSFER,18145.853105172017,C928538519,43192.341064428394,25046.487959256378,C338402265,265726.72935278725,283872.58245795924,0,0
40,PAYMENT,49535.20371751757,C245493993,114624.80009172,65089.596374202425,M277560494,160240.3573541854,209775.56107170298,0,0
15,DEBIT,6801.696147563441,C605169155,85256.46194581794,78454.76579825449,C855798401,487518.3674104055,494320.06355796894,0,0
21,TRANSFER,4114.254849909819,C600177484,381977.70084507635,377863.44599516655,C417087017,176923.13235427637,181037.38720418618,0,0
47,CASH_OUT,21102.66185215544,C285601439,201077.68814638138,179975.02629422594,C916808865,102410.00086760212,123512.66271975756,0,0
73,CASH_IN,24947.704040066357,C409561480,6159.715065880657,0.0,C165740381,397439.0276435514,422386.73168361775,0,0
53,PAYMENT,23306.998262217014,C597807055,129378.45192311217,106071.45366089515,M819614356,10231.048637440865,33538.04689965788,0,0
9,PAYMENT,7703.1679373832885,C173757425,40996.51365612032,33293.34571873703,M929100523,461540.9223540683,469244.0902914516,0,0
74,CASH_IN,5822.458574922862,C270374722,114596.40026240188,108773.94168747902,C578839140,238373.8131979521,244196.27177287498,0,0
52,DEBIT,62444.437808329814,C948907379,96030.68484549978,33586.24703716997,C178265771,564711.9435637601,627156.38137209,0,0
57,CASH_IN,51366.943190928396,C366236307,69926.63830429362,18559.695113365226,C292729302,57671.091592173,109038.0347831014,0,0
26,TRANSFER,12234.584088235544,C609715657,191697.9583313859,179463.37424315035,C163262688,237437.14295037926,249671.7270386148,0,0
41,CASH_OUT,541523.4594407745,C932902519,123336.68066392773,0.0,C361099265,331582.0556726429,369033.3024875368,1,1
35,PAYMENT,12051.409079525876,C143337977,220323.86562271597,208272.45654319008,M663392346,242201.21584119854,254252.62492072443,0,0
63,CASH_IN,11056.464501104396,C912424121,33073.398069241004,22016.933568136606,C529257455,47228.96614430777,58285.43064541217,0,0
25,CASH_OUT,3420.143191200599,C644743701,42790.63260546986,39370.48941426926,C674993505,64479.430458727285,67899.57364992789,0,0
90,TRANSFER,11126.670969804385,C398575810,97273.23874391161,86146.56777410723,C461716239,167284.53794583096,178411.20891563536,0,0
75,CASH_IN,15428.582918755503,C605171416,339514.8831927995,324086.30027404404,C122387603,118389.27788316362,133817.86080191913,0,0
38,PAYMENT,465.22828338869954,C791219177,46454.988691024504,45989.760407635804,M688972697,265693.55424878787,266158.7825321766,0,0
2,CASH_OUT,362776.03627715755,C878453383,3282.6595235495306,0.0,C888626959,95180.74137381534,106934.54641596184,1,1
7,PAYMENT,30416.22882956476,C381487502,59038.83661531616,28622.607785751403,M247610309,392481.83307336614,422898.0619029309,0,0
82,DEBIT,22801.564394326462,C689719732,78510.80132586183,55709.23693153537,C149457132,113098.74762020033,135900.3120145268,0,0
91,CASH_OUT,280447.36361656105,C515083074,161438.7183392671,0.0,C755847019,8172.999237877815,28348.761725847835,1,1
34,DEBIT,48070.361696626554,C807521309,130416.33001777697,82345.96832115042,C962136854,3503.319930451536,51573.68162707809,0,0
91,CASH_OUT,373.93135444642724,C877605388,334281.56700423226,333907.6356497858,C828105513,208111.65398164428,208485.5853360907,0,0
17,CASH_IN,16295.858654957861,C255274475,152639.7060105734,136343.84735561552,C553654052,155546.38880933734,171842.2474642952,0,0
43,TRANSFER,30972.044837427482,C997678612,35471.74853940583,4499.703701978349,C285164103,156502.65537346902,187474.7002108965,0,0
59,CASH_IN,15598.720345312657,C406752040,102549.28140762052,86950.56106230787,C412812708,312138.1365310249,327736.85687633755,0,0
51,CASH_OUT,7838.154137142334,C695880568,111547.72868184693,103709.57454470459,C464960883,94231.33383287859,102069.48797002093,0,0
54,CASH_OUT,2939.4511626283074,C158202093,622491.8478449348,619552.3966823064,C383213973,1078393.678880623,1081333.1300432514,0,0
24,CASH_OUT,43717.257058405194,C516813330,14935.642044134294,0.0,C862871301,582021.4069314658,625738.663989871,0,0
25,PAYMENT,12736.355684782611,C272080943,21235.879479304047,8499.523794521436,M594125045,2609.300776662648,15345.656461445258,0,0
71,TRANSFER,42103.57835819459,C212255061,16902.669918059204,0.0,C783619359,452178.8101826191,494282.3885408137,0,0
52,CASH_IN,17640.643534887033,C805563710,88930.83383609317,71290.19030120614,C526242704,228230.6834919681,245871.32702685514,0,0
70,CASH_OUT,873817.519822443,C373231140,14537.389302348338,0.0,C776334373,139467.32352826,161906.27125025142,1,1
88,DEBIT,32629.478570221,C452708605,106713.60314660457,74084.12457638356,C542050448,174812.73255187937,207442.21112210036,0,0
33,CASH_OUT,21536.58096571311,C364930334,162848.8482004114,141312.2672346983,C616010276,368851.57781035616,390388.1587760693,0,0
49,CASH_OUT,10161.778705925226,C601968201,56703.082888938705,46541.304183013475,C711715760,603339.6751428634,613501.4538487886,0,0
29,CASH_OUT,14425.851708147664,C973134186,82253.87697549199,67828.02526734433,C987391164,164347.81554301054,178773.66725115821,0,0
63,CASH_IN,32505.65333349544,C357521510,243865.78067991446,211360.12734641903,C717360560,40005.423166890716,72511.07650038616,0,0
22,DEBIT,9366.928637335308,C853142381,84296.10854851332,74929.17991117801,C209475404,204193.62053141996,213560.54916875527,0,0
26,PAYMENT,9834.429498748259,C664314387,23395.876551519847,13561.447052771588,M388465311,15856.042839976011,25690.47233872427,0,0
28,TRANSFER,2021.6637071693474,C310190033,42036.62788107874,40014.96417390939,C449580670,201647.6197147511,203669.28342192047,0,0
85,PAYMENT,49214.53874875766,C115078997,75469.45600827214,26254.917259514485,M338504533,330690.2932118678,379904.8319606255,0,0
49,CASH_IN,1919.0027207545502,C884150522,16829.757669398223,14910.754948643673,C399340693,87184.27646558559,89103.27918634014,0,0
71,CASH_OUT,20904.370682764293,C271883051,94809.06195166138,73904.69126889709,C193582268,14769.015797592205,35673.386480356494,0,0
81,TRANSFER,10671.236475287747,C123045201,719024.0059485143,708352.7694732266,C237360781,235677.98976235825,246349.226237646,0,0
84,CASH_IN,10414.708153419648,C962649407,105709.1237574824,95294.41560406276,C188475535,82899.78312052166,93314.49127394131,0,0
49,CASH_IN,22770.695045568395,C677320825,46587.00148367427,23816.306438105876,C566056962,57295.66661550904,80066.36166107743,0,0
20,CASH_IN,1399.0109375845543,C898900129,40308.767396725656,38909.7564591411,C416581256,233709.3943104129,235108.40524799746,0,0
86,TRANSFER,18023.55418590695,C583417942,268243.1031663245,250219.54898041754,C716244270,698573.5335827903,716597.0877686972,0,0
92,TRANSFER,29580.98143811851,C120438848,205193.7591560073,175612.7777178888,C152374868,273551.351765904,303132.3332040225,0,0
63,DEBIT,35239.97064595264,C871979830,63933.8430961943,28693.87245024166,C412433245,135199.04029632892,170439.01094228157,0,0
61,DEBIT,3749.376116398851,C335942473,43604.99386897488,39855.61775257603,C407873245,183513.67074917583,187263.04686557467,0,0
49,PAYMENT,45552.060735228624,C144166004,123947.66168550502,78395.60095027639,M945246459,30695.26014774292,76247.32088297154,0,0
71,TRANSFER,21360.76794832478,C572727680,37761.03912981528,16400.2711814905,C906541737,335557.57564313826,356918.34359146305,0,0
1,TRANSFER,42726.81818886709,C832453797,12715.54561788489,0.0,C558197417,185417.26433037018,228144.08251923727,0,0
96,TRANSFER,13292.672173936973,C312226278,37128.43032644918,23835.758152512208,C132604895,675283.7721017755,688576.4442757125,0,0
13,DEBIT,15629.178068150337,C524627696,56968.42741608161,41339.249347931276,C663350294,777303.8837673469,792933.0618354972,0,0
94,CASH_IN,50285.57583817901,C414586248,29492.339563861857,0.0,C412117762,87572.87609770671,137858.4519358857,0,0
87,CASH_OUT,46043.618708288945,C281943134,24438.471324847083,0.0,C393549184,893882.1269824055,939925.7456906945,0,0
51,DEBIT,11899.974248876371,C144637638,615.9090985226575,0.0,C702637560,628538.2397099902,640438.2139588665,0,0
56,CASH_OUT,602286.9174015848,C847085712,99653.26590265337,0.0,C105343046,204236.9178451905,210662.39362261933,1,1
83,DEBIT,10000.146183369005,C111995490,95308.16493950872,85308.0187561397,C765620610,81132.35402672146,91132.50021009045,0,0
62,PAYMENT,9822.759729878968,C260351855,20828.60203019171,11005.842300312741,M118904752,279949.06075845426,289771.82048833324,0,0
32,TRANSFER,6771.743297842283,C596995812,287617.43128748785,280845.6879896456,C101418038,63281.40403514974,70053.14733299203,0,0
30,PAYMENT,6265.337757306934,C933842995,52690.5721349321,46425.234377625166,M225815501,198766.09228790127,205031.4300452082,0,0
29,TRANSFER,39484.684576341846,C677415167,2580.9655666462527,0.0,C231095652,4977.7571951329965,44462.44177147484,0,0
49,DEBIT,1458.4446294736897,C985063614,24816.898828005043,23358.454198531355,C936956350,198085.86211534397,199544.30674481767,0,0
45,CASH_IN,22649.93905765818,C433630496,117787.4624792127,95137.52342155452,C448254622,605685.3304184417,628335.2694760999,0,0
93,CASH_OUT,3804.6603135411065,C302920195,22517.047765543895,18712.38745200279,C362584110,53613.28931379492,57417.94962733603,0,0
30,PAYMENT,8457.319330077375,C863185238,5542.017602566539,0.0,M295615466,301177.3445681874,309634.66389826476,0,0
16,DEBIT,1280.3655634591362,C285918282,96156.59120053668,94876.22563707754,C194697237,69464.77462179262,70745.14018525176,0,0
40,CASH_IN,6303.492631903279,C706103475,73054.7516042404,66751.25897233712,C419995593,246097.40998110597,252400.90261300924,0,0
19,DEBIT,29266.690361333658,C974336063,143240.46310293584,113973.77274160218,C658157299,240776.1416290675,270042.83199040114,0,0
18,PAYMENT,43269.12832862129,C602779421,148118.2739489173,104849.14562029601,M559427677,40849.08563350452,84118.21396212581,0,0
1,CASH_OUT,5018.423310381829,C484934279,321725.8478171986,316707.4245068168,C291813344,181827.2326003502,186845.65591073202,0,0
78,DEBIT,12465.557801114615,C991996391,5870.760099527489,0.0,C565210962,392038.8712215588,404504.4290226734,0,0
47,TRANSFER,12719.79741252593,C855917700,3976.9860518056275,0.0,C465605933,96425.95313246704,109145.75054499297,0,0
66,CASH_IN,41372.1690105182,C794891083,435807.9511806919,394435.7821701737,C845749592,247765.96339210446,289138.13240262266,0,0
92,DEBIT,28786.952378629707,C721554110,103520.90677627164,74733.95439764194,C707463097,224435.57898300092,253222.53136163062,0,0
94,CASH_IN,14402.994554974164,C850929024,125656.70838121805,111253.71382624388,C278987382,59550.25322540013,73953.2477803743,0,0
38,TRANSFER,22228.588713032193,C860513806,10145.926846737,0.0,C990322165,501783.05634212797,524011.64505516016,0,0
51,CASH_OUT,37602.81336347088,C462593368,7236.930542468101,0.0,C992863021,165798.91764017305,203401.73100364394,0,0
63,CASH_OUT,201.69482509980455,C359940817,17465.53302675993,17263.838201660128,C797148672,87791.75932701469,87993.4541521145,0,0
4,TRANSFER,10323.079599130333,C745168037,55721.098668477156,45398.019069346825,C292327007,35911.08737529512,46234.166974425454,0,0
1,CASH_IN,47565.478240726006,C781715839,11673.179397918673,0.0,C454387048,128284.96956401471,175850.44780474072,0,0
8,DEBIT,26975.566761977854,C178662829,59119.31933307104,32143.752571093188,C280471120,261950.70972882514,288926.276490803,0,0
